search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2008100991-A1,First-wall component for a fusion reactor with a heat sink of a copper alloy ,Plansee Se,"Bertram Schedler, Thomas Huber, Anton Zabernig, Karlheinz Scheiber, Dietmar Schedle, Thomas Friedrich, Hans-Dieter Friedle, Sandra Mair, Nadine Worle",2005-12-23,2006-12-26,2008-05-01,,https://patents.google.com/patent/US20080100991A1/en,
US-2008112527-A1,Apparatus and method for ignition of high-gain thermonuclear microexplosions with electric-pulse power ,Board Of Regents Of The University And Community College System Of Nevada,Friedwardt M. Winterberg,2003-04-24,2006-12-27,2008-05-15,,https://patents.google.com/patent/US20080112527A1/en,https://patentimages.storage.googleapis.com/e7/c2/f1/f49ba0f2fafd11/US20080112527A1-20080515-D00000.png
KR-100841209-B1,Fixture for heater installation ,두산중공업 주식회사,남경민,2006-12-28,2006-12-28,2008-06-24,2008-06-24,https://patents.google.com/patent/KR100841209B1/en,https://patentimages.storage.googleapis.com/d5/4f/be/350730154e5b92/112008013219389-pat00001.png
WO-2007142699-A3,Advanced method and assembly for nuclear fusion using multiple intersecting positive ion storage rings ,John Seldon Ogle,John Seldon Ogle,2006-06-01,2006-12-28,2008-09-04,,https://patents.google.com/patent/WO2007142699A3/en,
WO-2007142699-B1,Advanced method and assembly for nuclear fusion using multiple intersecting positive ion storage rings ,John Seldon Ogle,John Seldon Ogle,2006-06-01,2006-12-28,2008-10-23,,https://patents.google.com/patent/WO2007142699B1/en,
WO-2007142699-A2,Advanced method and assembly for nuclear fusion using multiple intersecting positive ion storage rings ,John Seldon Ogle,John Seldon Ogle,2006-06-01,2006-12-28,2007-12-13,,https://patents.google.com/patent/WO2007142699A2/en,
CN-101449337-A,Advanced method and assembly for nuclear fusion using multiple intersecting positive ion storage rings ,约翰·塞尔登·奥格莱,约翰·塞尔登·奥格莱,2006-06-01,2006-12-28,2009-06-03,,https://patents.google.com/patent/CN101449337A/en,https://patentimages.storage.googleapis.com/b9/66/8e/4f3a965f66cc86/A200680054709E00121.png
KR-100852945-B1,A visible inspection system with remotely controlled shutter for the large-scale ultra-high vacuum devices ,한국기초과학지원연구원,정진일,2006-12-29,2006-12-29,2008-08-19,2008-08-19,https://patents.google.com/patent/KR100852945B1/en,https://patentimages.storage.googleapis.com/a9/39/c6/8631ae43a15697/112006098314555-pat00002.png
KR-20080062391-A,A visible inspection system with remotely controlled shutter for the large-scale ultra-high vacuum devices ,한국기초과학지원연구원,정진일,2006-12-29,2006-12-29,2008-07-03,,https://patents.google.com/patent/KR20080062391A/en,https://patentimages.storage.googleapis.com/64/ae/ad/ebf9935b6e2e8e/112006098314555-PAT00002.png
KR-100849937-B1,Assembly structure of superconduction tokamak vacuum vessel ,한국기초과학지원연구원,"양형렬, 김학근, 박주식, 홍권희, 김근홍",2007-01-03,2007-01-03,2008-08-01,2008-08-01,https://patents.google.com/patent/KR100849937B1/en,https://patentimages.storage.googleapis.com/45/bb/2f/8bb34596d7c8c1/112007000596539-pat00001.png
KR-20080063908-A,Segmented control coil for plasma in tokamak ,한국기초과학지원연구원,"양형렬, 김학근, 김근홍, 박주식, 이경수",2007-01-03,2007-01-03,2008-07-08,,https://patents.google.com/patent/KR20080063908A/en,https://patentimages.storage.googleapis.com/c2/0b/14/3cf2473257b4d6/112007000596348-PAT00001.png
KR-20080063910-A,Assembly structure of superconduction tokamak vacuum vessel ,한국기초과학지원연구원,"양형렬, 김학근, 박주식, 홍권희, 김근홍",2007-01-03,2007-01-03,2008-07-08,,https://patents.google.com/patent/KR20080063910A/en,https://patentimages.storage.googleapis.com/fd/10/25/239a8207865642/112007000596539-PAT00001.png
KR-100849939-B1,Segmented control coil for plasma in tokamak ,한국기초과학지원연구원,"양형렬, 김학근, 김근홍, 박주식, 이경수",2007-01-03,2007-01-03,2008-08-01,2008-08-01,https://patents.google.com/patent/KR100849939B1/en,https://patentimages.storage.googleapis.com/df/d0/8a/52c19039acc6a8/112007000596348-pat00001.png
US-2010254500-A1,Acoustic inertial confinement nuclear fusion device ,Taleyarkhan Rusi P,Rusi P. Taleyarkhan,2006-01-17,2007-01-16,2010-10-07,,https://patents.google.com/patent/US20100254500A1/en,https://patentimages.storage.googleapis.com/21/c6/da/704226a3a3cb47/US20100254500A1-20101007-D00000.png
EP-1974355-A2,Acoustic inertial confinement nuclear device ,Purdue Research Foundation,Rusi P. Taleyarkhan,2006-01-17,2007-01-16,2008-10-01,,https://patents.google.com/patent/EP1974355A2/en,
WO-2008013571-A2,Acoustic inertial confinement nuclear device ,Purdue Research Foundation,Rusi P. Taleyarkhan,2006-01-17,2007-01-16,2008-01-31,,https://patents.google.com/patent/WO2008013571A2/en,
CA-2635872-A1,Acoustic inertial confinement nuclear device ,"Purdue Research Foundation, Rusi P. Taleyarkhan",Rusi P. Taleyarkhan,2006-01-17,2007-01-16,2008-01-31,,https://patents.google.com/patent/CA2635872A1/en,
WO-2008013571-A3,Acoustic inertial confinement nuclear device ,"Purdue Research Foundation, Rusi P Taleyarkhan",Rusi P Taleyarkhan,2006-01-17,2007-01-16,2008-08-07,,https://patents.google.com/patent/WO2008013571A3/en,
EP-1974355-A4,Acoustic inertial confinement nuclear device ,Purdue Research Foundation,Rusi P Taleyarkhan,2006-01-17,2007-01-16,2014-07-09,,https://patents.google.com/patent/EP1974355A4/en,
KR-100849414-B1,Soldering equipment for current lead ,(주)환화,최춘환,2007-02-07,2007-02-07,2008-08-20,2008-08-20,https://patents.google.com/patent/KR100849414B1/en,https://patentimages.storage.googleapis.com/00/05/9c/6fc095828a8db5/112007011330818-pat00001.png
KR-20080073823-A,Soldering equipment for current lead ,(주)환화,최춘환,2007-02-07,2007-02-07,2008-08-12,,https://patents.google.com/patent/KR20080073823A/en,https://patentimages.storage.googleapis.com/70/69/94/6fbd5edf27606c/112007011330818-PAT00001.png
CA-2579956-A1,Thermonuclear reactor of stable plasma ,"Yuri Rudyak, Emil Rudyak, Yevgeniy Rudyak","Yuri Rudyak, Emil Rudyak, Yevgeniy Rudyak",2007-02-08,2007-02-08,2008-08-08,,https://patents.google.com/patent/CA2579956A1/en,
US-2008063133-A1,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri",2001-02-01,2007-02-09,2008-03-13,,https://patents.google.com/patent/US20080063133A1/en,https://patentimages.storage.googleapis.com/03/7c/39/49112c22cebe23/US20080063133A1-20080313-D00000.png
RU-2007105087-A,PLASMA ENERGY CONVERTER AND ELECTROMAGNETIC VORTEX REACTOR FOR ITS IMPLEMENTATION ,"Борис Федорович Полторацкий (RU), Борис Федорович Полторацкий","Борис Федорович Полторацкий (RU), Борис Федорович Полторацкий",2007-02-12,2007-02-12,2008-08-20,,https://patents.google.com/patent/RU2007105087A/en,
US-2007237280-A1,Electromagnetic confinement configuration for plasma stabilization ,Claude Bouillon,Claude Bouillon,2006-02-14,2007-02-14,2007-10-11,,https://patents.google.com/patent/US20070237280A1/en,https://patentimages.storage.googleapis.com/cf/0d/27/1b431b02e94e60/US20070237280A1-20071011-D00000.png
US-7710007-B2,Conversion of ultra-intense infrared laser energy into relativistic particles ,William Marsh Rice University,Edison Liang,2004-08-16,2007-02-15,2010-05-04,2010-05-04,https://patents.google.com/patent/US7710007B2/en,https://patentimages.storage.googleapis.com/02/cb/c9/86bdd8b84eb05b/US07710007-20100504-D00000.png
US-2008111461-A1,Conversion of Ultra-Intense Infrared Laser Energy Into Relativistic Particles ,Edison Liang,Edison Liang,2004-08-16,2007-02-15,2008-05-15,,https://patents.google.com/patent/US20080111461A1/en,https://patentimages.storage.googleapis.com/24/31/dd/1b53e313d5c3ff/US20080111461A1-20080515-D00000.png
US-7613271-B2,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2007-02-16,2009-11-03,2009-11-03,https://patents.google.com/patent/US7613271B2/en,https://patentimages.storage.googleapis.com/51/7a/6d/af2a9ce0ccab91/US07613271-20091103-D00000.png
US-2007172017-A1,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2007-02-16,2007-07-26,,https://patents.google.com/patent/US20070172017A1/en,https://patentimages.storage.googleapis.com/45/eb/2b/6dfac95e246151/US20070172017A1-20070726-D00000.png
US-2008043895-A1,Electromagnetic radiation-initiated plasma reactor ,"Shehane Stephen H, Spielman Rick B, Leon Jean-Francais P, Mike Fraim","Stephen Shehane, Rick Spielman, Jean-Francais Leon, Mike Fraim",2000-07-05,2007-02-20,2008-02-21,,https://patents.google.com/patent/US20080043895A1/en,https://patentimages.storage.googleapis.com/54/14/ff/3bc45421448a41/US20080043895A1-20080221-D00000.png
US-2007158534-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik Monkhorst, Norman Rostoker",2001-03-19,2007-02-23,2007-07-12,,https://patents.google.com/patent/US20070158534A1/en,https://patentimages.storage.googleapis.com/f8/02/b9/3d4bb26514a7ed/US20070158534A1-20070712-D00000.png
US-7514680-B1,Apparatus for modifying and measuring diamond and other workpiece surfaces with nanoscale precision ,Metadigm Llc,Victor B. Kley,2004-02-25,2007-02-23,2009-04-07,2009-04-07,https://patents.google.com/patent/US7514680B1/en,https://patentimages.storage.googleapis.com/f4/e1/ce/7112df61cdfa01/US07514680-20090407-D00000.png
US-2008205573-A1,"Cellular, Electron Cooled Storage Ring System and Method for Fusion Power Generation ",Larson Delbert J,Delbert J. Larson,2007-02-24,2007-02-24,2008-08-28,,https://patents.google.com/patent/US20080205573A1/en,https://patentimages.storage.googleapis.com/24/13/d1/35699c0ea481dc/US20080205573A1-20080828-D00000.png
GB-0703734-D0,Plasma Confinement ,Smith Alan A,,2006-03-08,2007-02-27,2007-04-04,,https://patents.google.com/patent/GB0703734D0/en,
WO-2007101982-B1,Plasma confinement ,Alan Archibald Smith,Alan Archibald Smith,2006-03-08,2007-03-05,2007-10-25,,https://patents.google.com/patent/WO2007101982B1/en,
GB-2437804-A,Plasma confinement ,Alan Archibald Smith,Alan Archibald Smith,2006-03-08,2007-03-05,2007-11-07,,https://patents.google.com/patent/GB2437804A/en,
WO-2007101982-A1,Plasma confinement ,Alan Archibald Smith,Alan Archibald Smith,2006-03-08,2007-03-05,2007-09-13,,https://patents.google.com/patent/WO2007101982A1/en,
GB-0704195-D0,Plasma confinement ,Smith Alan A,,2006-03-08,2007-03-05,2007-04-11,,https://patents.google.com/patent/GB0704195D0/en,
US-2008247930-A1,Nano-fusion reaction ,Robert Hotto,Robert Hotto,2006-03-18,2007-03-17,2008-10-09,,https://patents.google.com/patent/US20080247930A1/en,https://patentimages.storage.googleapis.com/29/f8/62/256c54f9fb3e81/US20080247930A1-20081009-D00000.png
WO-2008113393-A2,Micro plasma reactor ,Mehran Tavakoli Keshe,Mehran Tavakoli Keshe,2007-03-22,2007-03-22,2008-09-25,,https://patents.google.com/patent/WO2008113393A2/en,
WO-2008113393-A9,Micro plasma reactor ,Mehran Tavakoli Keshe,Mehran Tavakoli Keshe,2007-03-22,2007-03-22,2011-02-24,,https://patents.google.com/patent/WO2008113393A9/en,
WO-2008113392-A1,Gravitational and energy system ,Mehran Tavakoli Keshe,Mehran Tavakoli Keshe,2007-03-22,2007-03-22,2008-09-25,,https://patents.google.com/patent/WO2008113392A1/en,
US-2008061191-A1,Multi-functional high energy plasma aircraft and nuclear fusion system to produce energy from a controlled nuclear fusion reaction ,Gochnour Gary R,Gary Gochnour,2003-05-06,2007-03-23,2008-03-13,,https://patents.google.com/patent/US20080061191A1/en,https://patentimages.storage.googleapis.com/f7/d8/a2/fd38be62770509/US20080061191A1-20080313-D00000.png
US-2008240332-A1,Condecast EV 2 inertial guided themonuclear perfumagnetron fusion reactor ,Family,Conrado G. Castro,2007-03-29,2007-03-29,2008-10-02,,https://patents.google.com/patent/US20080240332A1/en,https://patentimages.storage.googleapis.com/db/2f/9a/8d7db42a015d34/US20080240332A1-20081002-D00000.png
DE-102007016375-A1,Components for heat sinks ,Deutsches Zentrum für Luft- und Raumfahrt e.V.,"Petrus Dr. Peters, Hartmut Schurmann, Jörg Dr. Hemptenmacher",2007-03-31,2007-03-31,2008-10-02,,https://patents.google.com/patent/DE102007016375A1/en,
DE-102007016747-A1,"Method for production of cyclically maintained plasma column in pressure resistant container filled with heavy and overheavy water, involves forming spark gap in anode and cathode at given distance ",Adensis Gmbh,Tim Dipl.-Ing. Müller,2007-04-07,2007-04-07,2008-10-09,,https://patents.google.com/patent/DE102007016747A1/en,
DE-102007017212-A1,Method and device for cooling a gas ,Forschungszentrum Jülich GmbH,,2007-04-12,2007-04-12,2008-10-16,,https://patents.google.com/patent/DE102007017212A1/en,
US-2007246517-A1,Monobloc cooling device component ,Plansee Se,"Bertram Schedler, Dietmar Schedle, Karlheinz Scheiber, Thomas Huber, Thomas Friedrich, Anton Zabernig, Hans-Dieter Friedle",2004-10-27,2007-04-27,2007-10-25,,https://patents.google.com/patent/US20070246517A1/en,https://patentimages.storage.googleapis.com/cf/fc/89/09e9ff92ca55af/US20070246517A1-20071025-D00000.png
US-8249210-B2,Monobloc cooling device component ,"Plansee Se, The European Atomic Energy Community, represented by the European Commission","Bertram Schedler, Dietmar Schedle, Karlheinz Scheiber, Thomas Huber, Thomas Friedrich, Anton Zabernig, Hans-Dieter Friedle",2004-10-27,2007-04-27,2012-08-21,2012-08-21,https://patents.google.com/patent/US8249210B2/en,https://patentimages.storage.googleapis.com/eb/6c/33/d1c57218cbf1a0/US08249210-20120821-D00000.png
DE-102007022302-A1,"Controlled nuclear fusion causing device for use in military, has accelerated fusion material including solid body, where acceleration of fusion material takes place in accelerator of device via introduction of radiation energy ",Jochen Prasser,Jochen Prasser,2007-05-12,2007-05-12,2008-11-13,,https://patents.google.com/patent/DE102007022302A1/en,
DE-102007022302-B4,Process for accelerating solids with the aim of inducing a fusion reaction ,Jochen Prasser,Jochen Prasser,2007-05-12,2007-05-12,2011-04-28,2011-04-28,https://patents.google.com/patent/DE102007022302B4/en,https://patentimages.storage.googleapis.com/ee/78/a1/8fb73b86d70b5e/00140000.png
US-2008285700-A1,Supercell Communications and Energy Generator ,Carolyn Davis,Carolyn Davis,2007-05-15,2007-05-15,2008-11-20,,https://patents.google.com/patent/US20080285700A1/en,https://patentimages.storage.googleapis.com/59/00/95/62aa1cd0ea146e/US20080285700A1-20081120-D00000.png
AU-2007202152-A1,Supercell Communications and Energy Generator ,"Davis, Carolyn Miss",Carolyn Davis,2007-05-11,2007-05-16,2008-11-27,,https://patents.google.com/patent/AU2007202152A1/en,
US-2008304611-A1,Electricity generation from nuclear fusion ,Kuai-Teng Hsu,Kuai-Teng Hsu,2007-06-07,2007-06-07,2008-12-11,,https://patents.google.com/patent/US20080304611A1/en,
IL-183993-A,Plasma-electric power generation system ,"Norman Rostoker, Hendrik J Monkhorst, Univ California, Univ Florida","Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2007-06-17,2011-04-28,,https://patents.google.com/patent/IL183993A/en,
IL-183993-A0,Controlled fusion in a field reversed configuration and direct energy conversion ,"Univ Florida, Norman Rostoker, Hendrik J Monkhorst, Univ California",,2001-03-19,2007-06-17,2007-10-31,,https://patents.google.com/patent/IL183993A0/en,
IL-184135-A0,Target design for high-power laser acceleratrd ions ,Fox Chase Cancer Ct,,2004-12-22,2007-06-21,2007-10-31,,https://patents.google.com/patent/IL184135A0/en,
AU-2007202901-A1,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Michl Binderbauer, Vitaly Bystritskii, Eusebio Garate, Artan Qerushi, Norman Rostoker, Hooshang Tahsiri",2001-02-01,2007-06-22,2007-07-12,,https://patents.google.com/patent/AU2007202901A1/en,
AU-2007202901-B2,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Michl Binderbauer, Vitaly Bystritskii, Eusebio Garate, Artan Qerushi, Norman Rostoker, Hooshang Tahsiri",2001-02-01,2007-06-22,2011-04-21,2011-04-21,https://patents.google.com/patent/AU2007202901B2/en,
AU-2007203057-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation, Inc.","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2007-06-29,2009-08-20,2009-08-20,https://patents.google.com/patent/AU2007203057B2/en,
AU-2007203057-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation, Inc.","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2007-06-29,2007-07-19,,https://patents.google.com/patent/AU2007203057A1/en,
