patent_code,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CZ-298919-B6,Stainless antimagnetic steel suitable for use at very low temperatures and resistant to neutrons as well as use thereof ,Usinor Industeel,Fouel@Jasques,1999-02-02,2000-02-02,2008-03-12,,https://patents.google.com/patent/CZ298919B6/en,
CZ-20012809-A3,Stainless antimagnetic steel suitable for use at very low temperatures and resistant to neutrons as well as use thereof ,Usinor Industeel,Jasques Fouel,1999-02-02,2000-02-02,2002-07-17,,https://patents.google.com/patent/CZ20012809A3/en,
CA-2361702-A1,Non-magnetic stainless steel for use at very low temperature and resistant to neutrons and use ,"Creusot-Loire Industrie, Jacques Fouel",Jacques Fouel,1999-02-02,2000-02-02,2000-08-10,,https://patents.google.com/patent/CA2361702A1/en,
EP-1155160-B1,Non-magnetic stainless steel for use at very low temperature and resistant to neutrons and use ,USINOR INDUSTEEL (France),Jacques Fouel,1999-02-02,2000-02-02,2003-05-14,2003-05-14,https://patents.google.com/patent/EP1155160B1/en,
AT-E240421-T1,NEUTRON RESISTANT NON-MAGNETIC STAINLESS STEEL FOR USE IN VERY LOW TEMPERATURE AND USE ,Usinor Industeel France,Jacques Fouel,1999-02-02,2000-02-02,2003-05-15,2003-05-15,https://patents.google.com/patent/ATE240421T1/en,
ES-2199764-T3,STAINLESS STEEL NON-MAGNETIC FOR USE AT VERY LOW TEMPERATURE AND RESISTANT TO NEUTRONS AND USE. ,Creusot Metal,Jacques Fouel,1999-02-02,2000-02-02,2004-03-01,2004-03-01,https://patents.google.com/patent/ES2199764T3/en,
WO-0046417-A1,Non-magnetic stainless steel for use at very low temperature and resistant to neutrons and use ,Creusot-Loire Industrie,Jacques Fouel,1999-02-02,2000-02-02,2000-08-10,,https://patents.google.com/patent/WO2000046417A1/en,
DE-10007532-A1,Releasing energy using controlled nuclear fusion involves use of plasma chamber having plasma which operates with specific energy ,Juergen Andrae,Juergen Andrae,1999-06-02,2000-02-16,2001-09-06,,https://patents.google.com/patent/DE10007532A1/en,
EP-1043111-A2,Method of manufacturing beryllium-copper alloy hot isostatic press (Hip) bonded body and hip-bonded body ,"Ngk Insulators, Ltd.",Takaharu Iwadachi,1999-03-23,2000-03-22,2000-10-11,,https://patents.google.com/patent/EP1043111A2/en,https://patentimages.storage.googleapis.com/16/2f/56/63dcf7983721f6/00220001.png
EP-1043111-A3,Method of manufacturing beryllium-copper alloy hot isostatic press (Hip) bonded body and hip-bonded body ,"Ngk Insulators, Ltd.",Takaharu Iwadachi,1999-03-23,2000-03-22,2003-12-03,,https://patents.google.com/patent/EP1043111A3/en,
DE-60028281-T2,Process for producing a beryllium-copper body bonded by hot isostatic pressing and the body connected by hot isostatic pressing ,"Ngk Insulators, Ltd., Nagoya",Takaharu Handa-city Iwadachi,1999-03-23,2000-03-22,2007-05-24,2007-05-24,https://patents.google.com/patent/DE60028281T2/en,
US-6286750-B1,Method of manufacturing beryllium-copper alloy hot isostatic press (HIP) bonded body and hip-bonded body ,"Ngk Insulators, Ltd.",Takaharu Iwadachi,1999-03-23,2000-03-22,2001-09-11,2001-09-11,https://patents.google.com/patent/US6286750B1/en,https://patentimages.storage.googleapis.com/b3/1d/e1/99cc1c61d0c7a3/US06286750-20010911-D00000.png
EP-1043111-B1,Method of manufacturing beryllium-copper alloy hot isostatic press (Hip) bonded body and hip-bonded body ,"Ngk Insulators, Ltd.",Takaharu Iwadachi,1999-03-23,2000-03-22,2006-05-31,2006-05-31,https://patents.google.com/patent/EP1043111B1/en,https://patentimages.storage.googleapis.com/3d/a5/36/4a6b20e7c1912d/imgf0001.png
DE-60028281-D1,Process for producing a beryllium-copper body bonded by hot isostatic pressing and the body connected by hot isostatic pressing ,Ngk Insulators Ltd,Takaharu Iwadachi,1999-03-23,2000-03-22,2006-07-06,2006-07-06,https://patents.google.com/patent/DE60028281D1/en,
WO-0067535-A1,Nuclear fusion machine for releasing energy with fewer neutrons and with average fusion reactant energies greater than 30 kev ,Andrae Juergen,Jürgen ANDRÄ,1999-04-29,2000-04-28,2000-11-09,,https://patents.google.com/patent/WO2000067535A1/en,
DE-10081186-D2,Nuclear fusion machine for low-neutron energy release at medium energies of the fusion reaction partners greater than 30 Kev ,Juergen Andrae,Juergen Andrae,1999-04-29,2000-04-28,2002-05-29,2002-05-29,https://patents.google.com/patent/DE10081186D2/en,
AU-5801900-A,Nuclear fusion machine for releasing energy with fewer neutrons and with averagefusion reactant energies greater than 30 kev ,Jurgen Andra,Jurgen Andra,1999-04-29,2000-04-28,2000-11-17,,https://patents.google.com/patent/AU5801900A/en,
US-6565988-B1,Composite for high thermal stress ,Plansee Aktiengesellschaft,"Laurenz Plöchl, Florian Rainer",1999-05-21,2000-05-09,2003-05-20,2003-05-20,https://patents.google.com/patent/US6565988B1/en,https://patentimages.storage.googleapis.com/b3/04/36/593e4151ef476b/US06565988-20030520-D00000.png
NO-20002437-D0,Fusion device with internal electrostatic limitation ,Univ Illinois,"George H Miley, Yibin Gu, Brian E Jurczyk, Robert A Stubbers, Michael J Williams",1997-11-12,2000-05-11,2000-05-11,,https://patents.google.com/patent/NO20002437D0/en,
NO-20002437-L,Fusion device with internal electrostatic limitation ,Univ Illinois,"George H Miley, Yibin Gu, Brian E Jurczyk, Robert A Stubbers, Michael J Williams",1997-11-12,2000-05-11,2000-07-11,,https://patents.google.com/patent/NO20002437L/en,
EP-1054411-A3,Device with high thermal resistance ,PLANSEE Aktiengesellschaft,"Laurenz Plöchl, Florian Rainer",1999-05-21,2000-05-15,2004-01-21,,https://patents.google.com/patent/EP1054411A3/en,
EP-1054411-A2,Device with high thermal resistance ,PLANSEE Aktiengesellschaft,"Laurenz Plöchl, Florian Rainer",1999-05-21,2000-05-15,2000-11-22,,https://patents.google.com/patent/EP1054411A2/en,https://patentimages.storage.googleapis.com/46/ce/ca/a25f31d2392ca6/00050001.png
JP-4647746-B2,Structural members that can be thermally loaded ,プランゼー  エスエー,"プレクル ラウレンツ, ライナー フローリアン",1999-05-21,2000-05-16,2011-03-09,2011-03-09,https://patents.google.com/patent/JP4647746B2/en,https://patentimages.storage.googleapis.com/93/d5/f8/4ce386f0d32dc6/0004647746-2.png
JP-2000356694-A,Thermally high-loadable structural member ,"Plansee Ag, プランゼー  アクチエンゲゼルシヤフト","Laurenz Ploechl, プレクル ラウレンツ, Florian Rainer, ライナー フローリアン",1999-05-21,2000-05-16,2000-12-26,,https://patents.google.com/patent/JP2000356694A/en,
CA-2308893-A1,Component for high thermal stress ,"Laurenz Plochl, Florian Rainer, Plansee Aktiengesellschaft","Laurenz Plochl, Florian Rainer",1999-05-21,2000-05-19,2000-11-21,,https://patents.google.com/patent/CA2308893A1/en,
CA-2370090-A1,Divertor filtering element for a tokamak nuclear fusion reactor; divertor employing the filtering element; and tokamak nuclear fusion reactor employing the divertor ,"European Community, Roberto Matera, Jean Boscary, Carlo Cazzola","Roberto Matera, Jean Boscary, Carlo Cazzola",1999-06-24,2000-06-21,2001-01-04,,https://patents.google.com/patent/CA2370090A1/en,
JP-2003506696-A,"Divertor filtration element for tokamak fusion reactor, diverter using this filtration element, and tokamak fusion reactor using this diverter ",ヨーロピアン・コミュニティ,"マテラ，ロベルト, ボスキャリー，ジャン, カッツォーラ，カルロ",1999-06-24,2000-06-21,2003-02-18,,https://patents.google.com/patent/JP2003506696A/en,
WO-0101737-A1,Divertor filtering element for a tokamak nuclear fusion reactor; divertor employing the filtering element; and tokamak nuclear fusion reactor employing the divertor ,European Community,"Roberto Matera, Jean Boscary, Carlo Cazzola",1999-06-24,2000-06-21,2001-01-04,,https://patents.google.com/patent/WO2001001737A1/en,
GB-2356969-B,Method for tritium decontamination of the first wall of an installation for carrying out nuclear fusion ,Karlsruhe Forschzent,"Ralf Dieter Penzhorn, Nikolas Bekris, Hans Hemmerich",1999-09-17,2000-09-13,2003-07-23,2003-07-23,https://patents.google.com/patent/GB2356969B/en,
FR-2798772-B1,PROCESS FOR DECONTAMINATING THE TRITIUM OF THE FIRST WALL OF A NUCLEAR FUSION SYSTEM ,Karlsruhe Forschzent,"Ralf Dieter Penzhorn, Nikolas Bekris, Hans Hemmerich",1999-09-17,2000-09-13,2005-04-15,2005-04-15,https://patents.google.com/patent/FR2798772B1/en,
FR-2798772-A1,Tritium decontamination procedure for primary wall of nuclear fusion plant uses plasma burner in gas atmosphere to release tritium ,Karlsruhe Forschzent,"Ralf Dieter Penzhorn, Nikolas Bekris, Hans Hemmerich",1999-09-17,2000-09-13,2001-03-23,,https://patents.google.com/patent/FR2798772A1/en,
GB-2356969-A,Method for tritium decontamination of the first wall of an installation for carrying out nuclear fusion ,Karlsruhe Forschzent,"Ralf Dieter Penzhorn, Nikolas Bekris, Hans Hemmerich",1999-09-17,2000-09-13,2001-06-06,,https://patents.google.com/patent/GB2356969A/en,
GB-0022356-D0,Method for tritium decontamination of the first wall of an installation for carrying out nuclear fusion ,Karlsruhe Forschzent,,1999-09-17,2000-09-13,2000-10-25,,https://patents.google.com/patent/GB0022356D0/en,
BE-1015194-A3,Process decontamination tritium first wall installation of nuclear fusion. ,Karlsruhe Forschzent,"Ralf-Dieter Penzhorn, Hans Hemmerich",1999-09-17,2000-09-15,2004-11-09,2004-11-09,https://patents.google.com/patent/BE1015194A3/en,
WO-0139198-A2,Cavitation nuclear reactor system ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-16,2001-05-31,,https://patents.google.com/patent/WO2001039198A2/en,
AU-3072701-A,A cavitation nuclear reactor utilizing a high pressure vapor generator ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-16,2001-06-04,,https://patents.google.com/patent/AU3072701A/en,
WO-0139198-A3,Cavitation nuclear reactor system ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-16,2002-09-26,,https://patents.google.com/patent/WO2001039198A3/en,
WO-0139201-A9,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-20,2003-01-30,,https://patents.google.com/patent/WO2001039201A9/en,
AU-2724801-A,A new and improved system for removing heat from a cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-20,2001-06-04,,https://patents.google.com/patent/AU2724801A/en,
WO-0139201-A2,Cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-20,2001-05-31,,https://patents.google.com/patent/WO2001039201A2/en,
WO-0139201-A3,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-20,2002-07-04,,https://patents.google.com/patent/WO2001039201A3/en,
WO-0139203-A3,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-20,2003-02-20,,https://patents.google.com/patent/WO2001039203A3/en,
AU-3435001-A,A new and improved system for facilitating heat removal from a cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-20,2001-06-04,,https://patents.google.com/patent/AU3435001A/en,
WO-0139203-A2,Cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-20,2001-05-31,,https://patents.google.com/patent/WO2001039203A2/en,
WO-0139205-A2,Cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-05-31,,https://patents.google.com/patent/WO2001039205A2/en,
AU-2905801-A,A composite reactor assembly for a cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-06-04,,https://patents.google.com/patent/AU2905801A/en,
WO-0139205-A3,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-21,2002-11-21,,https://patents.google.com/patent/WO2001039205A3/en,
WO-0139204-A2,Shaped core cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-05-31,,https://patents.google.com/patent/WO2001039204A2/en,
WO-0139204-A3,Shaped core cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-21,2002-11-28,,https://patents.google.com/patent/WO2001039204A3/en,
WO-0139206-A9,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-21,2002-07-25,,https://patents.google.com/patent/WO2001039206A9/en,
WO-0139206-A2,Cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-05-31,,https://patents.google.com/patent/WO2001039206A2/en,
AU-3073301-A,A driver coupling assembly for a cavitation nuclear reactor ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-06-04,,https://patents.google.com/patent/AU3073301A/en,
WO-0139206-A3,Cavitation nuclear reactor ,"Impulse Devices Inc, Ross Tessien",Ross Tessien,1999-11-24,2000-11-21,2002-04-25,,https://patents.google.com/patent/WO2001039206A3/en,
AU-3073201-A,A cavitation nuclear reactor utilizing a shaped core assembly ,"Impulse Devices, Inc.",Ross Tessien,1999-11-24,2000-11-21,2001-06-04,,https://patents.google.com/patent/AU3073201A/en,
US-2001043661-A1,Method and system for reducing plasma loss in a magnetic mirror fusion reactor ,Emrich William J.,William Emrich,1999-06-16,2000-11-30,2001-11-22,,https://patents.google.com/patent/US20010043661A1/en,https://patentimages.storage.googleapis.com/18/d2/d2/cf644ed24d1336/US20010043661A1-20011122-D00001.png
US-2002015466-A1,Plasma facing components of nuclear fusion reactors employing tungsten materials ,"Masato Akiba, Kazuyuki Nakamura, Akira Ichida, Takehiko Hayashi","Masato Akiba, Kazuyuki Nakamura, Akira Ichida, Takehiko Hayashi",1994-02-15,2001-04-18,2002-02-07,,https://patents.google.com/patent/US20020015466A1/en,https://patentimages.storage.googleapis.com/3d/4b/5a/9eff70798c7760/US20020015466A1-20020207-D00000.png
US-6610375-B2,Plasma facing components of nuclear fusion reactors employing tungsten materials ,"Japan Atomic Energy Research Institute, Tokyo Tungsten Co., Ltd.","Masato Akiba, Kazuyuki Nakamura, Akira Ichida, Takehiko Hayashi",1994-02-15,2001-04-18,2003-08-26,2003-08-26,https://patents.google.com/patent/US6610375B2/en,https://patentimages.storage.googleapis.com/d1/61/06/fdc78c23af6ddf/US06610375-20030826-D00000.png
US-2002080904-A1,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri",1995-09-11,2001-07-25,2002-06-27,,https://patents.google.com/patent/US20020080904A1/en,https://patentimages.storage.googleapis.com/49/d0/5d/9ddc8a132dbed0/US20020080904A1-20020627-D00000.png
JP-2002148378-A,Energy/matter conversion method and structure ,"Black Light Power Inc, ブラックライト  パワー  インコーポレーティド","Randell Lee Mills, リー  ミルズ ランデル",1990-12-12,2001-08-20,2002-05-22,,https://patents.google.com/patent/JP2002148378A/en,
US-2002172316-A1,Divertor filtering element for a tokamak nuclear fusion reactor; divertor employing the filtering element; and tokamak nuclear fusion reactor employing the divertor ,"Roberto Matera, Jean Boscary, Carlo Cazzola","Roberto Matera, Jean Boscary, Carlo Cazzola",1999-06-24,2001-12-20,2002-11-21,,https://patents.google.com/patent/US20020172316A1/en,https://patentimages.storage.googleapis.com/a1/af/dc/4978327d4c22f7/US20020172316A1-20021121-D00000.png
US-2003007587-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,The Regents Of The University Of California,"Hendrik Monkhorst, Norman Rostoker",1997-10-17,2002-02-14,2003-01-09,,https://patents.google.com/patent/US20030007587A1/en,https://patentimages.storage.googleapis.com/ac/7a/28/707bd53f172876/US20030007587A1-20030109-D00000.png
US-6628740-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,The Regents Of The University Of California,"Hendrik J. Monkhorst, Norman Rostoker",1997-10-17,2002-02-14,2003-09-30,2003-09-30,https://patents.google.com/patent/US6628740B2/en,https://patentimages.storage.googleapis.com/b9/76/a8/e9853c7a8939d9/US06628740-20030930-D00000.png
US-2003223528-A1,Electrostatic accelerated-recirculating-ion fusion neutron/proton source ,"George Miley, Yibin Gu, Javedani Jalal B.","George Miley, Yibin Gu, Jalal Javedani",1995-06-16,2003-02-12,2003-12-04,,https://patents.google.com/patent/US20030223528A1/en,https://patentimages.storage.googleapis.com/9f/07/48/136f2436b00ea1/US20030223528A1-20031204-D00000.png
JP-2004003973-A,Energy/matter conversion method and structure ,"Black Light Power Inc, ブラックライト　パワー　インコーポレーティド","Randell Lee Mills, ランデル　リー　ミルズ",1990-12-12,2003-02-24,2004-01-08,,https://patents.google.com/patent/JP2004003973A/en,https://patentimages.storage.googleapis.com/7c/ca/fc/4b0ace9f5175de/2004003973-4.png
